id,title,category,start_local,end_local,predicted_end_local,phq_attendance,rank,local_rank,state,start,end,predicted_end,description,predicted_event_spend_total,predicted_event_spend_accommodation,predicted_event_spend_hospitality,predicted_event_spend_transportation,venue_id,venue_name,locality,region,postcode,country,venue_formatted_address,lat,lon,labels,phq_labels,timezone,duration,geo,placekey,impact_patterns,duplicate_of_id,parent_event_id,cancelled,postponed,deleted_reason,scope,place_hierarchies,relevance,private,brand_safe,first_seen,updated
DjsSJ8FkHGrDrZztAj,City of Atlanta 2025 Summer Internship Fair and Expo,expos,2025-03-04 10:00:00,2025-03-04 14:00:00,,141,33,53,active,2025-03-04T15:00:00Z,2025-03-04T19:00:00Z,,"Sourced from predicthq.com - Network, learn, and discover your next career step at our fair & expo. Don't miss out on this fantastic opportunity!",3062,0,1772,1289,HCS8CS3HKQ3YVVPULz2uk8,55 Trinity Avenue,Atlanta,Georgia,30303,US,"Atlanta City Hall, 55 Trinity Ave SW 2nd Floor, Suite 2800, Atlanta, GA 30303, USA",33.7483996,-84.3902601,"business,expo","education-and-careers,construction-and-infrastructure",America/New_York,14400,"{""geometry"": {""coordinates"": [-84.3902601, 33.7483996], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Atlanta City Hall, 55 Trinity Ave SW 2nd Floor, Suite 2800, Atlanta, GA 30303, USA"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1hiqu4iwrf@8g7-46m-ffz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-04"", ""value"": 141, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-04"", ""value"": 141, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-04"", ""value"": 141, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2025-01-09T12:29:14Z,2025-01-09T12:29:35Z
FduMCr7uHGN2f9w72U,Personal Brand Launch Summit (Atlanta),conferences,2025-01-28 12:00:00,2025-01-31 13:00:00,,452,43,63,active,2025-01-28T17:00:00Z,2025-01-31T18:00:00Z,,"Sourced from predicthq.com - Learn the lucrative strategies needed to build, monetize and scale your personal brand into a 6+figure global empire",109695,34481,54543,20670,,,Atlanta,Georgia,,US,"Atlanta, GA, United States of America",33.7501275,-84.3885209,"business,conference",management-and-consulting,America/New_York,262800,"{""geometry"": {""coordinates"": [-84.3885209, 33.7501275], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Atlanta, GA, United States of America"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",@8g7-46m-9zz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-26"", ""value"": 68, ""position"": ""leading""}, {""date_local"": ""2025-01-27"", ""value"": 181, ""position"": ""leading""}, {""date_local"": ""2025-01-28"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-29"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-30"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-31"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-02-01"", ""value"": 91, ""position"": ""lagging""}, {""date_local"": ""2025-02-02"", ""value"": 23, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-26"", ""value"": 23, ""position"": ""leading""}, {""date_local"": ""2025-01-27"", ""value"": 181, ""position"": ""leading""}, {""date_local"": ""2025-01-28"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-29"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-30"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-31"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-02-01"", ""value"": 59, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-28"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-29"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-30"", ""value"": 452, ""position"": ""event_day""}, {""date_local"": ""2025-01-31"", ""value"": 452, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T15:20:06Z,2025-01-20T17:04:17Z
9UX3hsqxYRPPVhhw59,Ohh Mamma! Burlesque Show - Atlanta,performing-arts,2025-03-01 18:30:00,2025-03-01 22:00:00,,142,33,52,active,2025-03-01T23:30:00Z,2025-03-02T03:00:00Z,,Sourced from predicthq.com - AHF Presents: an International Condom Day burlesque extravaganza,2726,0,1427,1298,,,Atlanta,Georgia,30314,US,"Northside Drive Northwest, Atlanta, GA 30314, United States of America",33.759337,-84.4031315,"concert,music,performing-arts",general-theatre,America/New_York,12600,"{""geometry"": {""coordinates"": [-84.4031315, 33.759337], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Northside Drive Northwest, Atlanta, GA 30314, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30314"", ""region"": ""Georgia""}}",13b44qve7o@8g7-477-vvf,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-01"", ""value"": 142, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-01"", ""value"": 142, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-01"", ""value"": 142, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,False,2025-01-09T16:26:58Z,2025-01-09T16:30:14Z
G7MDRjZLie4t3vG9qC,Yoga: A Journey Through Reflection and Storytelling (Part 4),conferences,2025-01-31 10:00:00,2025-01-31 11:30:00,,62,26,50,active,2025-01-31T15:00:00Z,2025-01-31T16:30:00Z,,Sourced from predicthq.com - Come join us for a relaxing and introspective yoga session where we will explore our inner selves through reflection and storytelling.,1346,0,779,567,,,Atlanta,Georgia,30318,US,"Donald Lee Hollowell Parkway Northwest, Atlanta, GA 30318, United States of America",33.7740735,-84.44701049999999,"conference,health","lifestyle,education-and-careers,music-and-dance",America/New_York,5400,"{""geometry"": {""coordinates"": [-84.44701049999999, 33.7740735], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Donald Lee Hollowell Parkway Northwest, Atlanta, GA 30318, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30318"", ""region"": ""Georgia""}}",1bqay7rac6@8g7-4dv-xnq,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-31"", ""value"": 62, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-31"", ""value"": 62, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-31"", ""value"": 62, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4198481,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T16:26:58Z,2025-01-09T16:28:43Z
6Mf6BX6cqu2VzKJWyK,Beauty & The Beast & The Bar by Acting Under the Influence,performing-arts,2025-01-30 20:30:00,2025-01-30 22:30:00,,183,35,55,active,2025-01-31T01:30:00Z,2025-01-31T03:30:00Z,,Sourced from predicthq.com - BE OUR GUEST and join us for a night of drinking and singing that promises to be enchanting!,3514,0,1840,1673,,,Atlanta,Georgia,30306,US,"Amsterdam Avenue Northeast, Atlanta, GA 30306, United States of America",33.7882012,-84.36800169999998,"concert,music,performing-arts",,America/New_York,7200,"{""geometry"": {""coordinates"": [-84.36800169999998, 33.7882012], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Amsterdam Avenue Northeast, Atlanta, GA 30306, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30306"", ""region"": ""Georgia""}}",zzw-222@8g7-474-7kf,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-30"", ""value"": 183, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-30"", ""value"": 183, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-30"", ""value"": 183, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4200636,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T16:47:30Z,2025-01-09T16:49:33Z
Fp4eVheARUdwc5ytKp,Unleash Your Inner Worth: Women's Empowerment Summit,conferences,2025-03-14 18:00:00,2025-03-15 23:00:00,,402,42,71,active,2025-03-14T22:00:00Z,2025-03-16T03:00:00Z,,Sourced from predicthq.com - Get ready to tap into your full potential and embrace your worth at our Women's Empowerment Summit - it's time to unleash your inner badass!,51847,18400,24254,9192,,,Atlanta,Georgia,30327,US,"Atlanta, GA 30327, United States of America",33.8498184,-84.4382721,"conference,fundraiser",lifestyle,America/New_York,104400,"{""geometry"": {""coordinates"": [-84.4382721, 33.8498184], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Atlanta, GA 30327, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30327"", ""region"": ""Georgia""}}",@8g7-4bw-75z,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-12"", ""value"": 61, ""position"": ""leading""}, {""date_local"": ""2025-03-13"", ""value"": 161, ""position"": ""leading""}, {""date_local"": ""2025-03-14"", ""value"": 402, ""position"": ""event_day""}, {""date_local"": ""2025-03-15"", ""value"": 402, ""position"": ""event_day""}, {""date_local"": ""2025-03-16"", ""value"": 81, ""position"": ""lagging""}, {""date_local"": ""2025-03-17"", ""value"": 21, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-12"", ""value"": 21, ""position"": ""leading""}, {""date_local"": ""2025-03-13"", ""value"": 161, ""position"": ""leading""}, {""date_local"": ""2025-03-14"", ""value"": 402, ""position"": ""event_day""}, {""date_local"": ""2025-03-15"", ""value"": 402, ""position"": ""event_day""}, {""date_local"": ""2025-03-16"", ""value"": 53, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-14"", ""value"": 402, ""position"": ""event_day""}, {""date_local"": ""2025-03-15"", ""value"": 402, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4207487,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T16:49:48Z,2025-01-09T16:50:09Z
5JERySbHXumqnoH2aN,The Tipsy Zone: Improv Comedy w/ a Tipsy Twist on The Twilight Zone,performing-arts,2025-02-07 20:00:00,2025-02-07 22:30:00,,110,31,51,active,2025-02-08T01:00:00Z,2025-02-08T03:30:00Z,,Sourced from predicthq.com - Join The Tipsy Zone in an evening of improvised comedy in the style of the cult classic tv show The Twilight Zone but with a Tipsy twist!,2112,0,1106,1006,,,Atlanta,Georgia,30306,US,"Amsterdam Avenue Northeast, Atlanta, GA 30306, United States of America",33.7882012,-84.36800169999998,"concert,music,performing-arts",comedy-club,America/New_York,9000,"{""geometry"": {""coordinates"": [-84.36800169999998, 33.7882012], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Amsterdam Avenue Northeast, Atlanta, GA 30306, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30306"", ""region"": ""Georgia""}}",zzw-222@8g7-474-7kf,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 110, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 110, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 110, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4200636,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T16:52:47Z,2025-01-09T16:53:06Z
CEku8spPaHfy2v3fqQ,Sweet Georgia's Juke Joint Presents The Purple Madness A Tribute to Prince,community,2025-02-02 18:00:00,2025-02-02 19:30:00,,122,32,48,active,2025-02-02T23:00:00Z,2025-02-03T00:30:00Z,,Sourced from predicthq.com - Sweet Georgia's Juke Joint Presents The Purple Madness! Get ready to experience the ultimate tribute to the legendary Prince.,1478,0,920,557,,,Atlanta,Georgia,30303,US,"Peachtree Street, Atlanta, GA 30303, United States of America",33.75884300000001,-84.387796,"concert,music",music,America/New_York,5400,"{""geometry"": {""coordinates"": [-84.387796, 33.75884300000001], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Peachtree Street, Atlanta, GA 30303, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30303"", ""region"": ""Georgia""}}",1ymqaslycv@8g7-46m-kxq,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-02"", ""value"": 122, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-02"", ""value"": 122, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-02"", ""value"": 122, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2025-01-09T17:02:12Z,2025-01-09T17:29:04Z
9JbGMPfWpqxoits3oj,Convocation 2025 - Celebrating 40 Years of Festival Singers Tradition,performing-arts,2025-02-23 16:00:00,2025-02-23 16:00:00,2025-02-23 18:20:00,,0,0,active,2025-02-23T21:00:00Z,2025-02-23T21:00:00Z,2025-02-23T23:20:00Z,Sourced from predicthq.com - The New South Festival Singers was founded in 1985 by William Baker as Gwinnett Festival Singers.  Join us in a gala celebration February 23,,,,,,,Atlanta,Georgia,30308,US,"Peachtree Street Northeast, Atlanta, GA 30308, United States of America",33.7746965,-84.3840203,"concert,music,performing-arts","celebration,concert,community-event",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3840203, 33.7746965], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Peachtree Street Northeast, Atlanta, GA 30308, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30308"", ""region"": ""Georgia""}}",222-222@8g7-47b-2rk,,,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4222390,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2025-01-09T17:11:32Z,2025-01-19T02:43:07Z
7YaYQyqJvpoJbRq4Wt,T Rose International Bridal Show Atlanta 2025,expos,2025-04-06 12:00:00,2025-04-06 15:00:00,,68,27,45,active,2025-04-06T16:00:00Z,2025-04-06T19:00:00Z,,Sourced from predicthq.com - Experience the Ultimate Bridal Event in Atlanta!,1476,0,854,621,,,Atlanta,Georgia,30303,US,"Atlanta, GA 30303, United States of America",33.755711,-84.3883717,"expo,fashion",beauty-and-fashion,America/New_York,10800,"{""geometry"": {""coordinates"": [-84.3883717, 33.755711], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Atlanta, GA 30303, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30303"", ""region"": ""Georgia""}}",@8g7-46m-jy9,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-06"", ""value"": 68, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-06"", ""value"": 68, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-06"", ""value"": 68, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2025-01-09T17:22:56Z,2025-01-17T17:08:44Z
HUbpssqKjh8CHi45my,Women Industry Leaders Third Annual Meeting,conferences,2025-02-25 14:00:00,2025-02-25 17:00:00,,102,30,49,active,2025-02-25T19:00:00Z,2025-02-25T22:00:00Z,,"Sourced from predicthq.com - Get ready for our next WIL meeting! Let's bring together industry professionals passionate about empowerment, mentorship, and leadership.",2215,0,1282,932,,,Atlanta,Georgia,30314,US,"Northside Drive Northwest, Atlanta, GA 30314, United States of America",33.7603931,-84.4023632,"business,conference","lifestyle,management-and-consulting,education-and-careers",America/New_York,10800,"{""geometry"": {""coordinates"": [-84.4023632, 33.7603931], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Northside Drive Northwest, Atlanta, GA 30314, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30314"", ""region"": ""Georgia""}}",1hoolshgz4@8g7-476-vxq,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-25"", ""value"": 102, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-25"", ""value"": 102, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-25"", ""value"": 102, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T17:35:29Z,2025-01-26T19:20:51Z
HNYjJPy8SVNZn2jMi4,MILLIONAIRE MASTERMIND SUMMIT,conferences,2025-02-22 12:00:00,2025-02-22 15:00:00,,70,27,48,active,2025-02-22T17:00:00Z,2025-02-22T20:00:00Z,,Sourced from predicthq.com - Get ready to level up your wealth game at the Millionaire Mastermind Summit - where successful entrepreneurs come together to share their se,1520,0,879,640,,,Atlanta,Georgia,30305,US,"Pharr Road Northeast, Atlanta, GA 30305, United States of America",33.8362357,-84.3799312,"business,conference","science-and-technology,sports-and-gaming",America/New_York,10800,"{""geometry"": {""coordinates"": [-84.3799312, 33.8362357], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Pharr Road Northeast, Atlanta, GA 30305, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30305"", ""region"": ""Georgia""}}",1lstihipls@8g6-ym6-mzf,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 70, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 70, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 70, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4185042,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T17:44:18Z,2025-01-09T17:44:37Z
7tqC6hkHXJA2prooTP,Phag Tawlk AFTER DARK with TS Madison & CraigTheWriterStewart !!,performing-arts,2025-02-22 20:00:00,2025-02-22 23:30:00,,132,32,51,active,2025-02-23T01:00:00Z,2025-02-23T04:30:00Z,,Sourced from predicthq.com - Join us for an unfiltered conversation with TS Madison & CraigTheWriterStewart for an INTIMATE engagement for the REAL PHAGS of Atlanta!!,2534,0,1327,1207,,,Atlanta,Georgia,30313,US,"Nelson Street Southwest, Atlanta, GA 30313, United States of America",33.7522,-84.39817,"concert,music,performing-arts",,America/New_York,12600,"{""geometry"": {""coordinates"": [-84.39817, 33.7522], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Nelson Street Southwest, Atlanta, GA 30313, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30313"", ""region"": ""Georgia""}}",283-223@8g7-46n-8vz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 132, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 132, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 132, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2025-01-09T17:49:24Z,2025-01-09T17:49:52Z
4HCKGApaSqpFoi9Dt2,Foodies Of America Festival Atlanta GA,festivals,2025-03-22 12:00:00,2025-03-22 22:00:00,,1083,51,70,active,2025-03-22T16:00:00Z,2025-03-23T02:00:00Z,,"Sourced from predicthq.com - Come join us at the Foodies Of America Festival in Atlanta, GA for a delicious celebration of all things food",32191,6196,13613,12381,,,Atlanta,Georgia,,US,"Atlanta, GA, United States of America",33.7501275,-84.3885209,"festival,food",food-and-beverage,America/New_York,36000,"{""geometry"": {""coordinates"": [-84.3885209, 33.7501275], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Atlanta, GA, United States of America"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",@8g7-46m-9zz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-20"", ""value"": 109, ""position"": ""leading""}, {""date_local"": ""2025-03-21"", ""value"": 380, ""position"": ""leading""}, {""date_local"": ""2025-03-22"", ""value"": 1083, ""position"": ""event_day""}, {""date_local"": ""2025-03-23"", ""value"": 380, ""position"": ""lagging""}, {""date_local"": ""2025-03-24"", ""value"": 109, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-21"", ""value"": 325, ""position"": ""leading""}, {""date_local"": ""2025-03-22"", ""value"": 1083, ""position"": ""event_day""}, {""date_local"": ""2025-03-23"", ""value"": 195, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-22"", ""value"": 1083, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T17:50:14Z,2025-01-19T03:36:32Z
DTKLRvxjydrDbe4zLV,Yoga: A Journey Through Reflection and Storytelling (Part 5),conferences,2025-02-07 10:00:00,2025-02-07 11:30:00,,62,26,50,active,2025-02-07T15:00:00Z,2025-02-07T16:30:00Z,,"Sourced from predicthq.com - Join us for a transformative experience where we explore our inner selves through yoga, reflection, and storytelling in a cozy and welcoming",1346,0,779,567,,,Atlanta,Georgia,30318,US,"Donald Lee Hollowell Parkway Northwest, Atlanta, GA 30318, United States of America",33.7740735,-84.44701049999999,"conference,health","lifestyle,education-and-careers",America/New_York,5400,"{""geometry"": {""coordinates"": [-84.44701049999999, 33.7740735], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""Donald Lee Hollowell Parkway Northwest, Atlanta, GA 30318, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30318"", ""region"": ""Georgia""}}",1bqay7rac6@8g7-4dv-xnq,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 62, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 62, ""position"": ""event_day""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 62, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4198481,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T18:39:54Z,2025-01-09T18:43:30Z
Fj96zBP2zQsc63QRAB,R&B Wine & Food Festival (Atlantic Station),festivals,2025-04-12 12:00:00,2025-04-12 22:00:00,,1347,53,70,active,2025-04-12T16:00:00Z,2025-04-13T02:00:00Z,,Sourced from predicthq.com - Come sip and groove with us at the R&B Wine Festival - a perfect blend of smooth tunes and delicious wines under the sun!,40038,7706,16931,15400,,,Atlanta,Georgia,30363,US,"17th Street, Atlanta, GA 30363, United States of America",33.7912543,-84.3987406,"festival,food","alcohol,food-and-beverage,music",America/New_York,36000,"{""geometry"": {""coordinates"": [-84.3987406, 33.7912543], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""17th Street, Atlanta, GA 30363, United States of America"", ""locality"": ""Atlanta"", ""postcode"": ""30363"", ""region"": ""Georgia""}}",1qzt4aaixm@8g7-474-st9,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-10"", ""value"": 135, ""position"": ""leading""}, {""date_local"": ""2025-04-11"", ""value"": 472, ""position"": ""leading""}, {""date_local"": ""2025-04-12"", ""value"": 1347, ""position"": ""event_day""}, {""date_local"": ""2025-04-13"", ""value"": 472, ""position"": ""lagging""}, {""date_local"": ""2025-04-14"", ""value"": 135, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-11"", ""value"": 405, ""position"": ""leading""}, {""date_local"": ""2025-04-12"", ""value"": 1347, ""position"": ""event_day""}, {""date_local"": ""2025-04-13"", ""value"": 243, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-12"", ""value"": 1347, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4184603,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2025-01-09T22:49:19Z,2025-01-09T22:49:46Z
